中中中
葫芦娃
+
那么大像素 一点用都没有
小米牛逼！！！！
？？？？？
拖影
开垂直同步啊
我们今天不说下巴的事
都什么年代了还有人觉得用5 6000的手机有优越感？
mate20同样lcd屏，比同代pro X的下巴都小，不是不做不到，只是想省钱
感觉像.vivo
一分钱一分货 没钱的就买吧
A13 865都还没跑过 A14又来了
iPhone 12pro无敌
不环保
不环保
中
草笑死了
拖影不是因为咱们看视频的帧数不够吗.....
五桶
2299无敌
不是微距镜头吗
10t
还永不为奴呢，都奴了几年了都
中
LSP
不环保
中
方向错了
能中
良心
中
我就喜欢不环保的手机
工模了
dianqiuydfcao
2299杀疯了
2299真香
中中中！！！？？？
不环保
......
要什么自行车？
一假三真的摄像头设计
售价2599的865 你在吐槽什么？
还有说颜色抄袭？？？？？
LCD都不知道是什么就下巴大？
镜头模组的矩形是坚果pro3上的 要说抄袭也是华为vivo抄袭老罗 弹幕人均小学生？
镜头模组的矩形是坚果pro3上的 要说抄袭也是华为vivo抄袭老罗 弹幕人均小学生？
中
6666
中
LCD永不为奴
iPadPro直呼内行
赞！
红米中的劳斯莱斯
这样太不环保了
吃鸡能开90帧吗
啊吧啊吧
抄袭米，抄袭苹果抄华为，抄完华为抄vivo.
lcd拖影太严重
没有超级壁纸？
中
背面假的摄像头充数，前面假的两倍裁剪，真有你的
弹幕小鬼只会跟风刷环保？
不就是promotion？
这凸起，我吐了
这叫Nyquist Theorem
实测一下是不是这样比较好
奈奎斯特采样定理
这下吧
有点像p40啊
3.3卢
我就想知道厚不厚？小米10太厚了。
不环保
配色抄袭冰霜银，相机抄袭iqoo。
这个比P40的更蓝一点。
中
中
你不环保
这下巴还大？？
2200了
中？？
？
60hz的演示动画就很离谱
？？？？
现在835玩游戏也没有任何问题，大型3D游戏是没有办法开全特效的
说边框的想想最便宜的865 你想怎样?
硕大
已抢到
六筒
不环保 我不支持
两千四的手机要什么自行车，工作党看不上买5000以上的好吗
极其不环保
中中中
想入一部了～～
vivo律师函警告
中奖
花里胡哨的，真丑
劳斯莱斯
iqoo 5背面镜头一样
